Title,Title_URL,Image,Date,Price,housing,Keywords,resulthood,Field1,Field2
2bedroom 1.5 bathroom apartment for rent,https://victoria.craigslist.org/apa/d/esquimalt-2bedroom-15-bathroom/7279047992.html,https://images.craigslist.org/00p0p_61FY0nA4zyvz_0n80n8_300x300.jpg,Feb 17,"$2,100","
                    2br -
                    753ft2 -
                ","
                    pic
                    10.8km
                ", (Old Esquimalt),1.5Ba,753
2 Bedroom 2 Bathroom Condo,https://victoria.craigslist.org/apa/d/victoria-bedroom-bathroom-condo/7291085655.html,,Mar 13,"$2,100","
                    2br -
                ","
                    10.8km
                ", (Victoria),2Ba,
2 Bedroom Suite at Ellery Apartments,https://victoria.craigslist.org/apa/d/esquimalt-bedroom-suite-at-ellery/7257318389.html,https://images.craigslist.org/00505_6ADSdWWL776z_0t40jm_300x300.jpg,Feb  1,"$1,690","
                    1br -
                ","
                    pic
                    10.8km
                ", (Esquimalt),1Ba,
2 Bedroom Main Floor - Available April 1,https://victoria.craigslist.org/apa/d/victoria-bedroom-main-floor-available/7274080277.html,https://images.craigslist.org/00X0X_c6zuhwsd78kz_0lC0dz_300x300.jpg,Feb  7,"$1,750","
                    2br -
                    1000ft2 -
                ","
                    pic
                    10.9km
                ", (Vic West / Esquimalt),1Ba,1000
Amazing Location in Vic West,https://victoria.craigslist.org/apa/d/victoria-amazing-location-in-vic-west/7288476202.html,https://images.craigslist.org/01010_HkBtJ1yaADz_0pO0hc_300x300.jpg,Mar  8,"$1,700","
                    2br -
                ","
                    pic
                    10.9km
                ",,1Ba,
Royal Oak 1 Bedroom - Ground Floor Suite,https://victoria.craigslist.org/apa/d/victoria-royal-oak-bedroom-ground-floor/7283904297.html,https://images.craigslist.org/00v0v_lHmK789JiZaz_0jm0pO_300x300.jpg,Feb 27,"$1,400","
                    1br -
                ","
                    pic
                    10.9km
                ", (Broadmead Shopping Center),1Ba,
Large One bedroom Suite Available Now,https://victoria.craigslist.org/apa/d/victoria-large-one-bedroom-suite/7282996083.html,https://images.craigslist.org/00808_1FSW4GPHn9vz_0CI0t2_300x300.jpg,Feb 25,"$1,450","
                    1br -
                ","
                    pic
                    10.9km
                ",,1Ba,
Welcome to Rosalma Apartments,https://victoria.craigslist.org/apa/d/esquimalt-welcome-to-rosalma-apartments/7272030024.html,https://images.craigslist.org/00x0x_3wHKKG9fUrez_05a03S_300x300.jpg,Feb  3,"$1,399","
                    1br -
                    650ft2 -
                ","
                    pic
                    11km
                ", (Victoria),1Ba,650
Welcome to Rosalma Apartments,https://victoria.craigslist.org/apa/d/esquimalt-welcome-to-rosalma-apartments/7279167011.html,https://images.craigslist.org/00x0x_3wHKKG9fUrez_05a03S_300x300.jpg,Feb 18,"$1,700","
                    2br -
                    775ft2 -
                ","
                    pic
                    11km
                ", (Victoria),1Ba,775
Newly Updated & Bright 1 Bedroom! Rosalma Apts. SPECIAL OFFER!,https://victoria.craigslist.org/apa/d/esquimalt-newly-updated-bright-bedroom/7275730050.html,https://images.craigslist.org/00W0W_1KTyLB08QZUz_09G07g_300x300.jpg,Mar 12,"$1,300","
                    1br -
                    500ft2 -
                ","
                    pic
                    11km
                ", (Esquimalt),1Ba,500
Clean & Updated 1 Bedroom Available in Victoria West,https://victoria.craigslist.org/apa/d/esquimalt-clean-updated-bedroom/7279948696.html,https://images.craigslist.org/01313_jkpHw6nDsrFz_0CI0t2_300x300.jpg,Mar 12,"$1,300","
                    1br -
                    425ft2 -
                ","
                    pic
                    11km
                ", (Victoria),1Ba,425
"Clean Broadmead Suite for Rent - available April 1, 2021",https://victoria.craigslist.org/apa/d/victoria-clean-broadmead-suite-for-rent/7284103593.html,https://images.craigslist.org/00d0d_hpLie3sDxzHz_0t20CI_300x300.jpg,Feb 28,"$1,300","
                    1br -
                    500ft2 -
                ","
                    pic
                    11km
                ", (Saanich - Broadmead),1Ba,500
3 bdr apt with 3 months move-in incentive,https://victoria.craigslist.org/apa/d/esquimalt-bdr-apt-with-months-move-in/7272031299.html,,Feb  3,"$2,100","
                    3br -
                    1000ft2 -
                ","
                    11.1km
                ", (Victoria West),1Ba,1000
3 bdr apt with 3 months move-in incentive,https://victoria.craigslist.org/apa/d/esquimalt-bdr-apt-with-months-move-in/7279167860.html,,Feb 18,"$2,100","
                    3br -
                    1000ft2 -
                ","
                    11.1km
                ", (Victoria West),1Ba,1000
Studio for Rent on Carey Rd,https://victoria.craigslist.org/apa/d/victoria-studio-for-rent-on-carey-rd/7288763734.html,https://images.craigslist.org/00e0e_66JHEjHY0okz_07e05q_300x300.jpg,Mar  9,"$1,250",,"
                    pic
                    11.1km
                ",,1Ba,
1 Bedroom Broadmead Suite,https://victoria.craigslist.org/apa/d/victoria-bedroom-broadmead-suite/7282112420.html,https://images.craigslist.org/00v0v_lHmK789JiZaz_0jm0pO_300x300.jpg,Feb 24,"$1,500","
                    1br -
                ","
                    pic
                    11.1km
                ", (Broadmead Village),1Ba,
Royal Oak - 1 Bedroom,https://victoria.craigslist.org/apa/d/victoria-royal-oak-bedroom/7280611014.html,https://images.craigslist.org/00X0X_bBeUy9fomwYz_0jm0pO_300x300.jpg,Feb 21,"$1,500","
                    1br -
                ","
                    pic
                    11.1km
                ", (Broadmead Shopping Center),1Ba,
Victoria West-Pets Welcome,https://victoria.craigslist.org/apa/d/victoria-victoria-west-pets-welcome/7279361824.html,https://images.craigslist.org/01414_c8XX7OGr9lzz_0CI0t2_300x300.jpg,Feb 18,"$2,195","
                    1br -
                    1000ft2 -
                ","
                    pic
                    11.1km
                ", (Victoria),2Ba,1000
Beautiful condo by the water,https://victoria.craigslist.org/apa/d/victoria-beautiful-condo-by-the-water/7286712608.html,https://images.craigslist.org/00L0L_7ibzCnidcvEz_0c6088_300x300.jpg,Mar  5,"$1,900","
                    2br -
                    950ft2 -
                ","
                    pic
                    11.2km
                ", (Vic West),1Ba,950
Fabulous  waterfront location - April 1/21 $1375,https://victoria.craigslist.org/apa/d/esquimalt-fabulous-waterfront-location/7284696754.html,https://images.craigslist.org/00i0i_73wbH0BtVQNz_05B07g_300x300.jpg,Mar  9,"$1,375","
                    1br -
                    700ft2 -
                ","
                    pic
                    11.2km
                ", (victoria),1Ba,700
Uptown 2 bedroom top floor of house,https://victoria.craigslist.org/apa/d/victoria-uptown-bedroom-top-floor-of/7290472576.html,https://images.craigslist.org/01313_8rianKjOYcj_0CI0lM_300x300.jpg,Mar 12,"$1,800","
                    2br -
                    1000ft2 -
                ","
                    pic
                    11.3km
                ", (Victoria),1Ba,1000
"New, modern, top floor 1-bed Gorge area",https://victoria.craigslist.org/apa/d/victoria-new-modern-top-floor-bed-gorge/7284424431.html,https://images.craigslist.org/00r0r_iUqWTizFgGVz_0lM0t2_300x300.jpg,Feb 28,"$1,800","
                    1br -
                    530ft2 -
                ","
                    pic
                    11.3km
                ", (Victoria),1Ba,530
"1 bed+den, 1 bath, upper level suite; lots of light, open concept",https://victoria.craigslist.org/apa/d/victoria-bedden-bath-upper-level-suite/7288174379.html,https://images.craigslist.org/00505_5yvpxIpo2yXz_0CI0t2_300x300.jpg,Mar  8,"$1,600","
                    1br -
                    835ft2 -
                ","
                    pic
                    11.3km
                ", (Burnside-Tillicum),1Ba,835
Furnished One Bedroom,https://victoria.craigslist.org/apa/d/victoria-furnished-one-bedroom/7275558962.html,https://images.craigslist.org/01717_5H6QSTEZBS3z_0CI0pK_300x300.jpg,Feb 10,"$1,350","
                    1br -
                    650ft2 -
                ","
                    pic
                    11.4km
                ", (VICTORIA),1Ba,650
Belmont Properties - The Oxford,https://victoria.craigslist.org/apa/d/victoria-belmont-properties-the-oxford/7264554680.html,https://images.craigslist.org/01515_eAOpyvIizyGz_0CI0t2_300x300.jpg,Feb 12,"$1,550","
                    1br -
                    502ft2 -
                ","
                    pic
                    11.4km
                ",,1Ba,502
Belmont Properties - The Oxford,https://victoria.craigslist.org/apa/d/victoria-belmont-properties-the-oxford/7264557118.html,https://images.craigslist.org/01515_eAOpyvIizyGz_0CI0t2_300x300.jpg,Feb 12,"$1,550","
                    1br -
                    502ft2 -
                ","
                    pic
                    11.4km
                ",,1Ba,502
Belmont Properties - The Oxford,https://victoria.craigslist.org/apa/d/victoria-belmont-properties-the-oxford/7289424135.html,,Mar 12,"$1,550","
                    1br -
                    502ft2 -
                ","
                    11.4km
                ",,1Ba,502
Belmont Properties - The Oxford,https://victoria.craigslist.org/apa/d/victoria-belmont-properties-the-oxford/7289425130.html,https://images.craigslist.org/00E0E_f2gDAdBdNc4z_0lM0t2_300x300.jpg,Mar 12,"$1,450","
                    1br -
                    502ft2 -
                ","
                    pic
                    11.4km
                ",,1Ba,502
Gorge View Apartments,https://victoria.craigslist.org/apa/d/victoria-gorge-view-apartments/7282296026.html,https://images.craigslist.org/00x0x_KmNKD8yVVp_0oo0ww_300x300.jpg,Mar  2,"$1,650","
                    2br -
                    900ft2 -
                ","
                    pic
                    11.5km
                ", (Victoria),1Ba,900
2 Bedroom fully furnished,https://victoria.craigslist.org/apa/d/victoria-bedroom-fully-furnished/7285183612.html,https://images.craigslist.org/00G0G_5kE9NvRljvIz_0CI0t2_300x300.jpg,Mar  2,"$1,800","
                    2br -
                ","
                    pic
                    11.8km
                ", (Victoria),1Ba,
"4th floor, 2 bdr",https://victoria.craigslist.org/apa/d/victoria-4th-floor-bdr/7271028459.html,,Feb  1,"$1,650","
                    2br -
                    800ft2 -
                ","
                    11.9km
                ", (Victoria),1Ba,800
Vic West 2 bedroom unfurnished suite close to downtown May 2021,https://victoria.craigslist.org/apa/d/victoria-vic-west-bedroom-unfurnished/7289046746.html,https://images.craigslist.org/00G0G_c2FxVPkGk6qz_0eL0ax_300x300.jpg,Mar  9,"$1,950","
                    2br -
                    800ft2 -
                ","
                    pic
                    11.9km
                ", (Vic West),1Ba,800
"Gorgeous Views, MOVE IN TODAY!",https://victoria.craigslist.org/apa/d/victoria-gorgeous-views-move-in-today/7269054066.html,https://images.craigslist.org/00w0w_e4F8wwMGBWtz_0oM0x2_300x300.jpg,Jan 28,"$1,750","
                    2br -
                    900ft2 -
                ","
                    pic
                    11.9km
                ", (Victoria West),1Ba,900
Welcome to Ocean View Apartments,https://victoria.craigslist.org/apa/d/victoria-welcome-to-ocean-view/7269054460.html,https://images.craigslist.org/00w0w_e4F8wwMGBWtz_0oM0x2_300x300.jpg,Jan 28,"$1,400","
                    1br -
                    700ft2 -
                ","
                    pic
                    11.9km
                ", (Victoria West),1Ba,700
"Gorgeous Views, MOVE IN TODAY!",https://victoria.craigslist.org/apa/d/victoria-gorgeous-views-move-in-today/7272029785.html,https://images.craigslist.org/00w0w_e4F8wwMGBWtz_0oM0x2_300x300.jpg,Feb  3,"$1,850","
                    2br -
                    900ft2 -
                ","
                    pic
                    11.9km
                ", (Victoria West),1Ba,900
Welcome to Ocean View Apartments,https://victoria.craigslist.org/apa/d/victoria-welcome-to-ocean-view/7272029892.html,https://images.craigslist.org/00w0w_e4F8wwMGBWtz_0oM0x2_300x300.jpg,Feb  3,"$1,400","
                    1br -
                    700ft2 -
                ","
                    pic
                    11.9km
                ", (Victoria West),1Ba,700
Welcome to Ocean View Apartments,https://victoria.craigslist.org/apa/d/victoria-welcome-to-ocean-view/7274943483.html,https://images.craigslist.org/00w0w_e4F8wwMGBWtz_0oM0x2_300x300.jpg,Feb  9,"$1,400","
                    1br -
                    700ft2 -
                ","
                    pic
                    11.9km
                ", (Victoria West),1Ba,700
Welcome to Ocean View Apartments,https://victoria.craigslist.org/apa/d/victoria-welcome-to-ocean-view/7279164773.html,https://images.craigslist.org/00w0w_e4F8wwMGBWtz_0oM0x2_300x300.jpg,Feb 18,"$1,300","
                    1br -
                    700ft2 -
                ","
                    pic
                    11.9km
                ", (Victoria West),1Ba,700
"Gorgeous Views, MOVE IN TODAY!",https://victoria.craigslist.org/apa/d/victoria-gorgeous-views-move-in-today/7279166837.html,https://images.craigslist.org/00w0w_e4F8wwMGBWtz_0oM0x2_300x300.jpg,Feb 18,"$1,700","
                    2br -
                    900ft2 -
                ","
                    pic
                    11.9km
                ", (Victoria West),1Ba,900
Welcome to Ocean View Apartments,https://victoria.craigslist.org/apa/d/victoria-welcome-to-ocean-view/7279166921.html,https://images.craigslist.org/00w0w_e4F8wwMGBWtz_0oM0x2_300x300.jpg,Feb 18,"$1,300","
                    1br -
                    700ft2 -
                ","
                    pic
                    11.9km
                ", (Victoria West),1Ba,700
"Gorgeous Views, MOVE IN TODAY!",https://victoria.craigslist.org/apa/d/victoria-gorgeous-views-move-in-today/7288332254.html,https://images.craigslist.org/00w0w_e4F8wwMGBWtz_0oM0x2_300x300.jpg,Mar  8,"$1,700","
                    2br -
                    900ft2 -
                ","
                    pic
                    11.9km
                ", (Victoria West),1Ba,900
Welcome to Ocean View Apartments,https://victoria.craigslist.org/apa/d/victoria-welcome-to-ocean-view/7288332382.html,https://images.craigslist.org/00w0w_e4F8wwMGBWtz_0oM0x2_300x300.jpg,Mar  8,"$1,300","
                    1br -
                    700ft2 -
                ","
                    pic
                    11.9km
                ", (Victoria West),1Ba,700
"Bicycle Storage, Hot Water Included, Elevator",https://victoria.craigslist.org/apa/d/victoria-bicycle-storage-hot-water/7281063502.html,https://images.craigslist.org/00101_dTukgRZytkBz_0jm09G_300x300.jpg,Mar 13,"$1,575","
                    2br -
                    729ft2 -
                ","
                    pic
                    11.9km
                ",,1Ba,729
2 bed 2 bath 2 patio 2 parking top floor condo - May 1,https://victoria.craigslist.org/apa/d/victoria-bed-bath-patio-parking-top/7288005680.html,https://images.craigslist.org/00D0D_4qgXCnNGiHIz_0tm0mG_300x300.jpg,Mar  7,"$2,695","
                    2br -
                    900ft2 -
                ","
                    pic
                    11.9km
                ", (Vic West),2Ba,900
Spacious 1 bedroom 1 bathroom Loft,https://victoria.craigslist.org/apa/d/saanich-south-spacious-bedroom-bathroom/7275934772.html,,Feb 17,$910,"
                    1br -
                ","
                    11.9km
                "," (880 Short St, Victoria,)",1Ba,
Well cared for house with large yard for rent in Swan Lake area,https://victoria.craigslist.org/apa/d/saanich-south-well-cared-for-house-with/7276641231.html,https://images.craigslist.org/00U0U_lR5iArJvACgz_0ak07K_300x300.jpg,Feb 12,"$2,500","
                    3br -
                ","
                    pic
                    11.9km
                ",,1.5Ba,
2 bedroom suite in Upper Quadra!,https://victoria.craigslist.org/apa/d/saanich-south-bedroom-suite-in-upper/7278878150.html,https://images.craigslist.org/00J0J_gFEWmI7WPWTz_0CI0pS_300x300.jpg,Mar 12,"$1,350","
                    2br -
                ","
                    pic
                    11.9km
                ",,1Ba,
2brm 2 bath ground floor Suit.,https://victoria.craigslist.org/apa/d/saanich-south-2brm-bath-ground-floor/7281957398.html,https://images.craigslist.org/00o0o_bn7BgcX1AGiz_0CI0t2_300x300.jpg,Mar 12,"$1,900","
                    2br -
                    850ft2 -
                ","
                    pic
                    11.9km
                ", (Saanich),2Ba,850
Newly renovated 2 bedroom 1 bath suite,https://victoria.craigslist.org/apa/d/saanich-south-newly-renovated-bedroom/7284074025.html,https://images.craigslist.org/00Q0Q_24iBvrvVMvrz_0CI0t2_300x300.jpg,Feb 28,"$1,925","
                    2br -
                ","
                    pic
                    11.9km
                ", (Saanich),1Ba,
Tiny house,https://victoria.craigslist.org/apa/d/tiny-house/7284840032.html,https://images.craigslist.org/00q0q_aOmkPtMT5NTz_0CH0t2_300x300.jpg,Mar  1,"$1,000","
                    1br -
                ","
                    pic
                    11.9km
                ", (Uptown),1Ba,
WANTED- Bright and Cozy home!,https://victoria.craigslist.org/apa/d/saanich-south-wanted-bright-and-cozy/7284966564.html,https://images.craigslist.org/00r0r_aGPna8xGmdDz_0CE0t2_300x300.jpg,Mar 12,"$2,200","
                    2br -
                    1000ft2 -
                ","
                    pic
                    11.9km
                ", (Victoria/Saanich),1Ba,1000
